ORIGEN,PRODUCTO,GRADO DE ALCOHOL,REGISTRO SANITARIO,VIGENCIA DE REGISTRO SANITARIO,RESOLUCIÓN DE REGISTRO SANITARIO,PRODUCTOR,NOMBRE EMPRESA DISTRIBUIDORA,NIT
N,Beb. Embriagante Sab.Moscatel Conforti,1,RSA-002920-2017,25/09/2017,7019697,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Br. Cinco Estrellas,35,INVIMA 2016L-0008469,24/11/2026,20037555,VINOS DE LA CORTE S.A.,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Br. Cinco Estrellas,35,INVIMA 2016L-0008469,24/11/2026,16046164,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Br. Cinco Estrellas,35,INVIMA 2016L-0008469,24/11/2026,16046164,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Br. Cinco Estrellas Oro 35,35,INVIMA 2002L-0000868,18/12/2022,19036292,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Br. Cinco Estrellas Oro 35°,35,INVIMA 2002L-0000868,18/12/2022,12035784,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
I,Coc. Capel Mango,12,INVIMA 2008L-0004188,19/11/2018,8031223,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Coc. De Whisky Kremer´S Land,14,INVIMA 2005L-0002264,1/06/2025,15028517,VINOS DE LA CORTE S.A,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
I,Coc. Drinks Piña Colada Capel,12.1,INVIMA 2011L-0005338,21/06/2021,11037620,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Coc. Free Pop Ice Sabor Lima Limon,4,INVIMA 2017L-0008865,28/08/2027,19009933,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Coc. Free Pop Ice Vodka Lima Limon,4,INVIMA 2017L-0008865,28/08/2027,19009933,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Coc. Free Pop´S Sab Vodka Naranja (5.5°),5.5,INVIMA 2002L-0000769,14/11/2022,9030244,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Coc. Free Pop'S Blue Sabor Vodka,5.5,INVIMA 2002L-0000765,14/11/2022,14005415,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Coc. Free Pop'S Ice Sabor Vodka,5.5,INVIMA 2002L-0000768,14/11/2022,14005414,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Coc. Free Pop'S Ice Sabor Vodka,5.5,INVIMA 2002L-0000768,14/11/2022,12031138,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Coc. Free Pop'S Sab Vodka Maracuya (5.5°),5.5,INVIMA 2003L-0001115,8/08/2023,13021140,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Coc. Free Pop'S Tropical Sabor Vodka,5.5,INVIMA 2002L-0000754,14/11/2022,14005247,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Coc. Piña Colada Copacabana,10,INVIMA 2008L-0004190,24/11/2018,13014077,RIVELINO LTDA EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Coc. Piña Colada Copacabana,10,INVIMA 2008L-0004190,24/11/2018,13014077,RIVELINO LTDA EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Coc. Piña Colada Jonnyki 12°,12,INVIMA 2012L-0005757,23/04/2025,12014272,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Coc. Piña Colada Jonnyki 12°,12,INVIMA 2012L-0005757,26/04/2025,12014272,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Coc. Piña Colada Rivelino,14,000892R1,30/08/2016,6025975,RIVELINO LTDA EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Coc. Piña Colada Rivelino 10°,10,000892R1,30/08/2016,10023844,PRORIVINOS C.I. PROC DE LIC. CREM. Y VIN,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Coc. Piña Colada Rivelino 10°,10,000892R1,30/08/2016,10023844,RIVELINO LTDA EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
I,Coc. Pisco Capel Sour Premium,13.8,INVIMA 2011L-0005340,21/06/2021,11037615,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Coc. Rey Del Bar Sab. Ron Kola 12°,12,INVIMA 2013L-0006537,30/05/2023,13019103,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Coc. Rey Del Bar Sab. Ron Kola 12°,12,INVIMA 2013L-0006537,30/05/2023,13019103,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Coc. Rey Del Bar Sab. Ron Kola 12°,12,INVIMA 2013L-0006537,30/05/2023,13019103,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Coctel De Whisky Kremers Land 14°,14,INVIMA 2005L-0002264,1/06/2025,15016022,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,L. Crema Kremers Land Frutos Rojos,15.1,INVIMA 2021L-0011329,18/10/2029,21051302,VINOS DE LA CORTE S.A.,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,L. Crema Kremers Land Frutos Rojos,15.1,INVIMA 2021L-0011329,18/10/2029,21051302,VINOS DE LA CORTE S.A.,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,L. De Whisky 28% Vol. Duggan'S Dew,28,INVIMA 2005L-0002279,10/04/2025,15009262,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,L. De Whisky Harris,35,INVIMA 2013L-0006549,7/06/2023,13013354,RIVELINO LTDA EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,L. De Whisky Harris,35,INVIMA 2013L-0006549,7/06/2023,13019775,RIVELINO LTDA EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,L. De Whisky Harris,28,INVIMA 2019L-0010231,16/09/2029,19037970,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,L. De Whisky Harris ( 30° ),30,INVIMA 2015L-0007727,21/08/2025,15029680,VINOS DE LA CORTE S.A.,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Piña Colada Reagee 12°,12,INVIMA 2012L-0005758,23/04/2025,12014270,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Piña Colada Reagee 12°,12,INVIMA 2012L-0005758,23/10/2025,12014270,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Refresco De Vino Especial Cooler,8,INVIMA 2017L-0008605,10/04/2027,17004442,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Refresco De Vino Especial Cooler,8,INVIMA 2017L-0008605,10/04/2027,17004442,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Ron Comandante Añejo,35,INVIMA 2022L-0011750,5/08/2032,22023888,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Ron Viejo Cubason Añejo,35,INVIMA 2021L-0011188,8/09/2031,21036303,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Ron Viejo Cubason Añejo,35,INVIMA 2021L-0011188,8/09/2031,21036303,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Ron Viejo Cubason Añejo,35,INVIMA 2021L-0011188,8/09/2031,21036303,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Ron Viejo Cubason Añejo,35,INVIMA 2021L-0011188,8/08/2031,21036303,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Ron Viejo Roble Añejo,35,INVIMA 2021L-0011102,1/07/2031,21024152,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Ron Viejo Roble Añejo,35,INVIMA 2021L-0011102,1/07/2031,21024152,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Ron Viejo Roble Añejo,35,INVIMA 2021L-0011102,1/07/2031,21024152,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Ron Viejo Roble Añejo,35,INVIMA 2021L-0011102,1/07/2031,21024152,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Sabajon Olimpo (Vincorte),14,INVIMA 2012L-0005759,15/06/2025,12018121,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,Sabajon Olimpo (Vincorte),14,INVIMA 2012L-0005759,15/06/2025,12018121,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
I,V. B. Chardonnay Classic Altivo,12.83,INVIMA 2011L-0005355,5/07/2021,11034633,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Bahia Cab. Sauv.,11.86,INVIMA 2020L-0010661,24/11/2030,20028524,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Bahia Malbec,11.86,INVIMA 2020L-0010661,24/11/2030,20028524,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Bahia Merlot,11.86,INVIMA 2020L-0010661,24/11/2030,20028524,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Bahia Rose,10,INVIMA 2020L-0010560,7/05/2030,20036653,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Bahia Sauv. Blanc,11.86,INVIMA 2020L-0010661,24/11/2030,20028524,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Bahia Tinto,11.55,INVIMA 2020L-0010660,24/11/2030,20028523,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Bahia Torrontes,11.86,INVIMA 2020L-0010661,24/11/2030,20028524,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Blanco Corso,10,INVIMA 2019L-0010072,5/07/2029,19024331,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Blanco Monasterio,7,INVIMA L-003393-R2,26/06/2020,19041088,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Blanco Monasterio,7,INVIMA L-003393-R2,26/06/2020,19041088,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Blanco Monasterio,7,INVIMA L-003393-R2,30/03/2020,9032533,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Blanco Viejo Roble,10,INVIMA 2019L-0010071,5/07/2029,19024330,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Burbujeante Especial Cooler (B.V.C),8,INVIMA L-2551-R2,7/03/2017,14031061,BODEGAS VIEJAS CEPAS S.A.,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Cata Vincorte Blanco,9.8,INVIMA 2017L-0009153,21/12/2027,17051818,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
I,V. Cata Vincorte Blanco (Tetra Brik),11.08,INVIMA 2008L-0003870,27/03/2028,18004261,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Cata Vincorte Tinto,9.8,INVIMA 2017L-0009153,21/12/2027,17051818,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
I,V. Cata Vincorte Tinto (Tetra Brik),11.08,INVIMA 2008L-0003870,27/03/2028,18004261,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Cherrynol 8°,8,INVIMA 2003L-0000954,5/02/2023,1301298,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Cherrynol 8°,8,INVIMA 2003L-0000954,5/02/2023,13012298,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Cherrynol 8°,8,INVIMA 2003L-0000954,5/02/2023,13012298,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Cherrynol 8°,8,INVIMA 2003L-0000954,5/02/2023,13012298,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Cherrynol 8°,8,INVIMA 2003L-0000954,5/02/2023,13012298,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Cinta De Oro Blanco,10,INVIMA 2022L-0011468,20/04/2032,22004708,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Cinta De Oro Rose,10,INVIMA 2022L-0011468,20/04/2032,22004708,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Cinta De Oro Sauvignon Blanc,11.86,INVIMA 2022L-0011462,8/04/2032,22004358,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Cinta De Oro Tinto,10,INVIMA 2022L-0011468,20/04/2032,22004708,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Cinta De Oro Tinto Cab. Sauv.,11.86,INVIMA 2022L-0011462,8/04/2032,22004358,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Cinta De Oro Tinto Merlot,11.86,INVIMA 2022L-0011462,8/04/2032,22004358,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Corso Blanco 11.55,11.55,INVIMA 2021L-0011216,20/10/2031,21038363,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Corso Blanco Sauvignon Blanc,11.86,INVIMA 2019L-0010095,18/07/2029,19047094,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Corso Rose,10,INVIMA 2019L-0010072,5/07/2029,20036654,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Corso Tinto 11.55,11.55,INVIMA 2021L-0011216,20/09/2031,21038363,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Corso Tinto Cabernet Sauvignon,11.86,INVIMA 2019L-0010095,18/07/2029,19047094,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Corso Tinto Merlot,11.86,INVIMA 2019L-0010095,18/07/2029,19047094,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. De Mesa Moscato Passito J. Alfonso,6,INVIMA L-001611,21/05/2018,17054172,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. De Mesa Moscato Passito J. Alfonso,6,INVIMA L-001611,21/05/2018,17054172,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. De Mesa Moscato Passito J. Alfonso,6,INVIMA L-001611,21/05/2018,17054172,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. De Misa Los Monjes,10,INVIMA 2003L-0001403,22/11/2023,13032417,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Embajador Blanco,10,INVIMA 2019L-0009961,26/04/2029,19013142,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Embajador Blanco,10,INVIMA 2019L-0009961,26/04/2029,20036853,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Embajador Blanco 11.55,11.55,INVIMA 2019L-0010361,3/12/2029,19052255,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Embajador Rose,10,INVIMA 2019L-0009961,26/04/2029,20036853,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Embajador Rose,10,INVIMA 2019L-0009961,26/04/2029,20036853,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Embajador Sauvignon Blanc,11.86,INVIMA 2019L-0010064,26/06/2029,19047095,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Embajador Tinto,10,INVIMA 2019L-0009961,26/04/2029,19013142,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Embajador Tinto,10,INVIMA 2019L-0009961,26/04/2029,20036853,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Embajador Tinto 11.55,11.55,INVIMA 2019L-0010361,3/12/2029,19052255,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Embajador Tinto Cabernet Sauvignon,11.86,INVIMA 2019L-0010064,26/06/2029,19047095,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Embajador Tinto Merlot,11.86,INVIMA 2019L-0010064,26/06/2029,19047095,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Faena Blanco,10,INVIMA 2020L-0010534,30/03/2030,20009578,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Faena Blanco,10,INVIMA 2020L-0010534,30/03/2030,20009578,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Faena Blanco 11.55,11.55,INVIMA 2020L-0010478,12/02/2030,20003056,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Faena Rose,10,INVIMA 2020L-0010534,30/03/2030,20045143,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Faena Rose,10,INVIMA 2020L-0010534,30/03/2030,20045143,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Faena Tinto,10,INVIMA 2020L-0010534,30/03/2030,20009578,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Faena Tinto,10,INVIMA 2020L-0010534,30/03/2030,20009578,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Faena Tinto 11.55,11.55,INVIMA 2020L-0010478,12/02/2030,20003056,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Finca La Estocada Tinto,11.55,INVIMA 2020L-0010635,31/07/2030,20023212,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Gran Conquistador Blanco,9.83,INVIMA 2022L-0011548,11/05/2032,22009065,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Gran Conquistador Rose,9.83,INVIMA 2022L-0011548,11/05/2032,22009065,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Gran Conquistador Tinto,9.83,INVIMA 2022L-0011548,11/05/2032,22009065,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Los Monjes Estilo Moscatel 6°,6,0002643,21/08/2016,10021159,VINOS DE LA CORTE S.A.,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Los Monjes Estilo Moscatel 6°,6,0002643,21/08/2016,10021159,VINOS DE LA CORTE S.A.,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Mi Barrilito Rivelino Pasito,10,INVIMA 2002L-0000515,7/05/2025,20020774,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Mi Barrilito Rivelino Pasito,10,INVIMA 2002L-0000515,7/05/2025,20020774,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Moscatel Los Monjes,8,INVIMA 2016L-0008264,12/07/2026,16022449,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Moscatel Los Monjes,8,INVIMA 2016L-0008264,12/07/2026,16022449,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Preludio Cab. Sauv.,11.86,INVIMA 2020L-0010663,26/11/2030,20028528,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Preludio Malbec,11.86,INVIMA 2020L-0010663,26/11/2030,20028528,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Preludio Merlot,11.86,INVIMA 2020L-0010663,26/11/2030,20028528,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Preludio Sauv. Blanc,11.86,INVIMA 2020L-0010663,26/11/2030,20028528,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Preludio Tinto,11.55,INVIMA 2020L-0010659,24/11/2030,20028522,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Preludio Torrontes,11.86,INVIMA 2020L-0010663,26/11/2030,20028528,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Reina Amada Blanco Sauvgnon Blanc,11.86,INVIMA 2021L-0011370,15/12/2031,21056011,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Reina Amada Tinto,11.86,INVIMA 2021L-0011369,15/12/2031,21056001,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Reina Amada Tinto Cabernet Sauvig,11.86,INVIMA 2021L-0011370,15/12/2031,21056011,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Reina Amada Tinto Merlto,11.86,INVIMA 2021L-0011370,15/12/2031,21056011,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
N,V. Salomon Compuesto Quinado,13,INVIMA 2020L-0010685,7/10/2030,20031763,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
I,V. T. Cab. Sauv. Classic Altivo,12.83,INVIMA 2011L-0005355,5/07/2021,11034633,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
I,V. T. Malbec Secret Altivo,14.6,INVIMA 2011L-0005356,5/07/2021,11034632,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
I,V. Tinto Cab. Franc Reserva Marca Altivo,14.13,0004439,30/07/2019,9026235,VINOS DE LA CORTE S.A. EN REORGANIZACION,VINOS DE LA CORTE S.A. EN REORGANIZACION,8170015325
